age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,weather,traffic,vehicle_condition,order_type,vehicle_type,multiple_deliveries,is_festival,city_category,time,city,day,month,year,day_of_week,is_weekend,order_time_hour,order_time_of_day,pickup_time_minutes,distance,distance_type
26.0,4.4,12.98041,77.640489,13.04041,77.700489,sandstorms,low,0,buffet,motorcycle,0.0,no,,23,BANG,7,3,2022,Monday,0,23,night,10.0,9.31488473286169,medium
24.0,4.6,11.022477,76.995667,11.132477,77.105667,stormy,medium,0,snack,motorcycle,0.0,no,metropolitian,30,COIMB,4,3,2022,Friday,0,17,afternoon,10.0,17.137482577838597,very_long
23.0,4.8,,,,,windy,low,1,buffet,scooter,1.0,no,metropolitian,19,RANCHI,3,4,2022,Sunday,1,10,morning,10.0,,
36.0,4.9,,,,,windy,low,1,buffet,scooter,1.0,no,metropolitian,27,VAD,11,3,2022,Friday,0,9,morning,15.0,,
39.0,4.8,12.310972,76.659264,12.350972,76.699264,cloudy,high,0,snack,motorcycle,1.0,no,metropolitian,28,MYS,1,4,2022,Friday,0,12,morning,15.0,6.21800234869445,medium
20.0,4.7,11.025083,77.015393,11.105083,77.095393,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,24,COIMB,20,3,2022,Sunday,1,17,afternoon,10.0,12.463883024166657,long
20.0,5.0,12.316967,76.603067,12.446967,76.733067,cloudy,jam,0,meal,motorcycle,1.0,no,urban,36,MYS,31,3,2022,Thursday,0,19,evening,15.0,20.20658151050797,very_long
29.0,4.3,22.538731,88.364878,22.598731,88.424878,sandstorms,low,0,buffet,motorcycle,0.0,no,metropolitian,28,KOL,13,2,2022,Sunday,1,23,night,5.0,9.081116432461174,medium
36.0,4.8,11.001753,76.986241,11.111753,77.096241,fog,medium,2,drinks,motorcycle,1.0,no,urban,31,COIMB,29,3,2022,Tuesday,0,18,evening,5.0,17.138077427627866,very_long
36.0,4.0,22.310237,73.158921,22.400237,73.248921,sunny,jam,0,meal,motorcycle,3.0,no,metropolitian,44,VAD,16,3,2022,Wednesday,0,20,evening,5.0,13.631343698142908,long
22.0,4.8,23.359033,85.325347,23.439033,85.405347,windy,low,1,drinks,scooter,1.0,no,metropolitian,15,RANCHI,14,3,2022,Monday,0,22,night,15.0,12.074063090452917,long
38.0,4.4,18.593481,73.785901,18.663481,73.855901,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,33,PUNE,31,3,2022,Thursday,0,17,afternoon,5.0,10.723264172167632,long
39.0,4.9,21.186438,72.794115,21.236438,72.844115,fog,jam,0,buffet,motorcycle,0.0,no,metropolitian,30,SUR,17,3,2022,Thursday,0,19,evening,15.0,7.600994631258685,medium
24.0,4.9,22.725748,75.898497,22.775748,75.948497,stormy,medium,1,snack,scooter,1.0,no,metropolitian,22,INDO,28,3,2022,Monday,0,18,evening,10.0,7.562982485200135,medium
30.0,4.1,,,,,fog,low,0,snack,motorcycle,0.0,no,metropolitian,43,VAD,4,4,2022,Monday,0,23,night,-1430.0,,
35.0,4.8,17.450851,78.379347,17.540851,78.469347,fog,medium,0,meal,motorcycle,3.0,no,metropolitian,48,HYD,4,3,2022,Friday,0,17,afternoon,10.0,13.829314445199353,long
33.0,4.5,13.081878,80.248519,13.171878,80.338519,stormy,low,2,drinks,electric_scooter,1.0,no,metropolitian,19,CHEN,4,3,2022,Friday,0,23,night,-1425.0,13.969116967730173,long
39.0,4.7,10.035573,76.336958,10.105573,76.406958,windy,medium,1,snack,motorcycle,1.0,no,urban,21,KOC,14,2,2022,Monday,0,18,evening,5.0,10.92326745824626,long
31.0,4.3,22.308096,73.167753,22.388096,73.247753,windy,jam,1,drinks,motorcycle,0.0,no,metropolitian,44,VAD,25,3,2022,Friday,0,21,night,10.0,12.117036432265502,long
37.0,4.5,12.975996,80.221898,12.985996,80.231898,windy,low,2,drinks,scooter,0.0,no,metropolitian,26,CHEN,17,3,2022,Thursday,0,8,morning,15.0,1.5525704156536744,short
37.0,4.7,12.3085,76.665808,12.3385,76.695808,windy,low,1,buffet,scooter,1.0,no,metropolitian,26,MYS,1,4,2022,Friday,0,22,night,5.0,4.663566689152146,short
33.0,5.0,19.178321,72.834715,19.188321,72.844715,windy,high,1,meal,motorcycle,1.0,no,metropolitian,31,MUM,19,3,2022,Saturday,1,11,morning,5.0,1.5294972211332267,short
24.0,4.6,,,,,stormy,low,2,meal,scooter,1.0,no,urban,19,RANCHI,7,3,2022,Monday,0,23,night,15.0,,
33.0,4.5,26.910262,75.783013,26.990262,75.863013,sunny,jam,1,snack,scooter,0.0,no,metropolitian,18,JAP,2,3,2022,Wednesday,0,19,evening,5.0,11.916757259074618,long
39.0,4.7,25.443994,81.860187,25.513994,81.930187,fog,medium,2,meal,motorcycle,1.0,no,metropolitian,38,ALH,16,2,2022,Wednesday,0,18,evening,15.0,10.486117701549256,long
37.0,4.6,23.359194,85.325447,23.449194,85.415447,cloudy,medium,1,snack,motorcycle,1.0,no,metropolitian,32,RANCHI,29,3,2022,Tuesday,0,18,evening,10.0,13.583078662317007,long
25.0,4.9,17.458998,78.500366,17.508998,78.550366,sandstorms,low,2,meal,scooter,1.0,no,metropolitian,17,HYD,7,3,2022,Monday,0,22,night,5.0,7.6831914051315,medium
28.0,4.8,18.530963,73.828972,18.590963,73.888972,fog,medium,1,buffet,scooter,1.0,no,urban,11,PUNE,3,3,2022,Thursday,0,19,evening,5.0,9.193093962702912,medium
38.0,4.7,12.321214,76.621094,12.361214,76.661094,windy,high,2,buffet,motorcycle,1.0,no,metropolitian,31,MYS,30,3,2022,Wednesday,0,13,afternoon,10.0,6.2178836475581045,medium
31.0,4.6,12.3085,76.665808,12.3685,76.725808,windy,medium,0,meal,motorcycle,0.0,no,metropolitian,25,MYS,19,3,2022,Saturday,1,17,afternoon,10.0,9.326872529115304,medium
25.0,4.8,19.055831,72.833984,19.115831,72.893984,cloudy,jam,2,snack,motorcycle,1.0,no,metropolitian,22,MUM,15,3,2022,Tuesday,0,19,evening,15.0,9.179538450826048,medium
35.0,4.9,12.337928,76.617889,12.407928,76.687889,fog,jam,0,drinks,motorcycle,3.0,no,metropolitian,43,MYS,2,3,2022,Wednesday,0,21,night,5.0,10.880651848535559,long
39.0,4.7,23.351489,85.324253,23.421489,85.394253,fog,jam,0,buffet,motorcycle,1.0,yes,metropolitian,42,RANCHI,31,3,2022,Thursday,0,19,evening,10.0,10.565262855251525,long
38.0,3.9,22.728163,75.884212,22.808163,75.964212,stormy,jam,1,meal,motorcycle,0.0,no,metropolitian,42,INDO,6,3,2022,Sunday,1,19,evening,10.0,12.100062421152574,long
35.0,4.7,13.026286,80.275235,13.056286,80.305235,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,34,CHEN,21,3,2022,Monday,0,21,night,10.0,4.657159718107683,short
29.0,4.7,26.766536,75.837333,26.786536,75.857333,sandstorms,low,1,snack,motorcycle,1.0,no,metropolitian,17,JAP,1,3,2022,Tuesday,0,9,morning,15.0,2.9812178551917965,short
27.0,4.6,21.149834,72.778666,21.179834,72.808666,stormy,jam,1,snack,scooter,0.0,no,metropolitian,25,SUR,24,3,2022,Thursday,0,20,evening,5.0,4.56126563284071,short
38.0,4.3,12.3085,76.665808,12.3985,76.755808,sandstorms,jam,0,meal,motorcycle,1.0,yes,semi-urban,54,MYS,4,4,2022,Monday,0,21,night,10.0,13.989916877275611,long
36.0,4.9,21.149669,72.772629,21.219669,72.842629,windy,low,2,buffet,motorcycle,0.0,no,metropolitian,21,SUR,2,3,2022,Wednesday,0,23,night,15.0,10.64228895373868,long
26.0,4.0,17.411028,78.329645,17.451028,78.369645,cloudy,high,1,buffet,motorcycle,,no,metropolitian,34,HYD,1,4,2022,Friday,0,15,afternoon,10.0,6.147404652636645,medium
26.0,4.1,26.482581,80.315628,26.572581,80.405628,fog,jam,2,meal,motorcycle,1.0,no,metropolitian,36,KNP,12,2,2022,Saturday,1,19,evening,5.0,13.428477357470895,long
36.0,4.9,12.284747,76.625861,12.344747,76.685861,sunny,medium,1,drinks,motorcycle,0.0,no,metropolitian,17,MYS,5,4,2022,Tuesday,0,17,afternoon,10.0,9.32728515796102,medium
21.0,4.7,26.911378,75.789034,26.921378,75.799034,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,16,JAP,3,3,2022,Thursday,0,9,morning,10.0,1.489792976782627,short
35.0,4.7,13.02978,80.208812,13.10978,80.288812,sunny,jam,2,meal,electric_scooter,1.0,no,metropolitian,27,CHEN,6,4,2022,Wednesday,0,20,evening,5.0,12.418394742110447,long
20.0,4.5,12.323194,76.630583,12.363194,76.670583,fog,high,2,meal,motorcycle,1.0,no,metropolitian,26,MYS,17,3,2022,Thursday,0,12,morning,5.0,6.217860689144307,medium
23.0,4.6,18.563934,73.915367,18.653934,74.005367,fog,jam,0,snack,motorcycle,2.0,yes,metropolitian,46,PUNE,31,3,2022,Thursday,0,21,night,15.0,13.787803344501583,long
37.0,5.0,22.569367,88.433187,22.629367,88.493187,sunny,jam,0,buffet,motorcycle,0.0,no,metropolitian,29,KOL,17,2,2022,Thursday,0,19,evening,10.0,9.080187058763224,medium
26.0,4.8,12.949934,77.699386,13.009934,77.759386,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,23,BANG,9,3,2022,Wednesday,0,19,evening,5.0,9.31544163550089,medium
29.0,5.0,21.175975,72.795503,21.255975,72.875503,sandstorms,low,1,snack,scooter,,no,urban,11,SUR,27,3,2022,Sunday,1,22,night,15.0,12.161417162421785,long
26.0,4.9,22.725835,75.887648,22.835835,75.997648,stormy,medium,1,snack,motorcycle,0.0,no,metropolitian,28,INDO,25,3,2022,Friday,0,17,afternoon,15.0,16.636875038860897,very_long
29.0,4.8,18.536562,73.896485,18.596562,73.956485,cloudy,jam,0,meal,motorcycle,1.0,no,metropolitian,25,PUNE,11,3,2022,Friday,0,19,evening,5.0,9.19295116708344,medium
29.0,4.7,23.416792,85.316842,23.436792,85.336842,sandstorms,low,2,snack,motorcycle,0.0,no,metropolitian,11,RANCHI,3,3,2022,Thursday,0,10,morning,15.0,3.0182264849996012,short
21.0,4.9,30.89286,75.822199,30.92286,75.852199,windy,medium,1,meal,scooter,1.0,no,metropolitian,26,LUDH,15,2,2022,Tuesday,0,18,evening,10.0,4.395420246829376,short
22.0,4.3,12.310972,76.659264,12.330972,76.679264,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,23,MYS,7,3,2022,Monday,0,10,morning,15.0,3.109059104393369,short
31.0,4.0,26.913987,75.752891,26.993987,75.832891,fog,medium,1,snack,motorcycle,2.0,no,metropolitian,39,JAP,18,3,2022,Friday,0,17,afternoon,15.0,11.916582838288104,long
20.0,4.5,11.001753,76.986241,11.021753,77.006241,fog,low,1,snack,motorcycle,0.0,no,,11,COIMB,3,4,2022,Sunday,1,8,morning,10.0,3.116248509790061,short
30.0,3.9,22.310237,73.158921,22.390237,73.238921,stormy,jam,2,drinks,electric_scooter,,no,metropolitian,32,VAD,6,4,2022,Wednesday,0,19,evening,15.0,12.116950608888414,long
36.0,4.8,12.933284,77.615428,13.003284,77.685428,fog,medium,0,snack,motorcycle,1.0,no,metropolitian,43,BANG,6,3,2022,Sunday,1,17,afternoon,15.0,10.868263117988388,long
24.0,4.7,12.297954,76.665169,12.337954,76.705169,fog,medium,1,buffet,scooter,,no,metropolitian,13,MYS,19,3,2022,Saturday,1,15,afternoon,10.0,6.218153086065015,medium
32.0,4.7,12.352058,76.60665,12.362058,76.61665,windy,low,2,buffet,electric_scooter,0.0,no,metropolitian,25,MYS,21,3,2022,Monday,0,9,morning,10.0,1.554424975889475,short
25.0,5.0,13.086438,80.220672,13.146439,80.280672,windy,medium,1,drinks,motorcycle,0.0,no,metropolitian,27,CHEN,19,3,2022,Saturday,1,18,evening,5.0,9.313017158714828,medium
27.0,4.5,17.429585,78.392621,17.469585,78.432621,windy,medium,2,drinks,scooter,1.0,no,metropolitian,29,HYD,28,3,2022,Monday,0,15,afternoon,15.0,6.147106622705506,medium
32.0,4.1,12.978453,77.643685,13.048453,77.713685,sandstorms,medium,0,buffet,motorcycle,1.0,no,metropolitian,33,BANG,29,3,2022,Tuesday,0,18,evening,15.0,10.867300462045835,long
23.0,4.7,13.044694,80.26147,13.084694,80.30147,fog,medium,1,drinks,motorcycle,1.0,no,urban,19,CHEN,17,3,2022,Thursday,0,16,afternoon,5.0,6.209259882041872,medium
39.0,4.4,12.98041,77.640489,13.11041,77.770489,sunny,medium,0,meal,motorcycle,1.0,no,metropolitian,33,BANG,29,3,2022,Tuesday,0,18,evening,5.0,20.18085916835158,very_long
20.0,4.8,,,,,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,28,VAD,21,3,2022,Monday,0,19,evening,5.0,,
20.0,4.8,26.846156,75.8023,26.926156,75.8823,windy,medium,2,drinks,electric_scooter,0.0,no,,15,JAP,4,3,2022,Friday,0,18,evening,10.0,11.919755989352295,long
29.0,4.6,25.449659,81.839744,25.479659,81.869744,stormy,jam,1,meal,scooter,1.0,no,metropolitian,29,ALH,15,2,2022,Tuesday,0,20,evening,15.0,4.494291162003504,short
26.0,4.9,26.911927,75.797282,27.051927,75.937282,stormy,low,2,meal,scooter,1.0,no,metropolitian,18,JAP,29,3,2022,Tuesday,0,22,night,5.0,20.85172635753384,very_long
25.0,5.0,10.020683,76.310631,10.030683,76.320631,stormy,low,1,meal,motorcycle,1.0,no,metropolitian,14,KOC,13,2,2022,Sunday,1,10,morning,5.0,1.5605734793807475,short
34.0,4.7,12.935662,77.61413,12.975662,77.65413,windy,medium,1,snack,motorcycle,1.0,no,metropolitian,30,BANG,3,4,2022,Sunday,1,16,afternoon,15.0,6.210589610314177,medium
31.0,4.9,15.585658,73.743606,15.625658,73.783606,sunny,high,0,snack,motorcycle,0.0,no,metropolitian,28,GOA,13,2,2022,Sunday,1,14,afternoon,15.0,6.17528357530834,medium
24.0,4.7,,,,,fog,jam,0,snack,motorcycle,1.0,no,metropolitian,39,RANCHI,16,3,2022,Wednesday,0,20,evening,5.0,,
30.0,4.9,17.429585,78.392621,17.519585,78.482621,cloudy,medium,2,meal,motorcycle,0.0,no,metropolitian,30,HYD,2,4,2022,Saturday,1,19,evening,15.0,13.830084721845328,long
36.0,4.8,26.766536,75.837333,26.896536,75.967333,sandstorms,medium,0,buffet,motorcycle,1.0,no,metropolitian,36,JAP,20,3,2022,Sunday,1,18,evening,5.0,19.37374583495492,very_long
36.0,4.4,26.846156,75.8023,26.986156,75.9423,fog,low,0,snack,motorcycle,,no,metropolitian,37,JAP,29,3,2022,Tuesday,0,23,night,15.0,20.857115324129595,very_long
26.0,4.7,26.913987,75.752891,27.053987,75.892891,cloudy,jam,0,meal,motorcycle,1.0,no,metropolitian,43,JAP,4,3,2022,Friday,0,19,evening,5.0,20.851557402660557,very_long
30.0,4.6,22.310526,73.170937,22.420526,73.280937,sunny,low,2,buffet,scooter,1.0,no,,29,VAD,27,3,2022,Sunday,1,23,night,10.0,16.659963190057415,very_long
20.0,4.8,,,,,stormy,medium,2,drinks,scooter,1.0,no,metropolitian,25,AURG,11,2,2022,Friday,0,18,evening,15.0,,
33.0,4.7,12.972532,77.608179,13.022532,77.658179,fog,medium,2,buffet,electric_scooter,1.0,no,urban,15,BANG,9,3,2022,Wednesday,0,18,evening,15.0,7.76260023979039,medium
34.0,4.0,19.103249,72.846749,19.193249,72.936749,windy,jam,0,snack,motorcycle,2.0,no,metropolitian,39,MUM,12,3,2022,Saturday,1,21,night,5.0,13.76685500858734,long
36.0,4.6,17.426228,78.407495,17.506228,78.487495,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,20,HYD,4,4,2022,Monday,0,23,night,10.0,12.293677673573285,long
33.0,4.6,26.471617,80.313564,26.491617,80.333564,fog,low,1,buffet,motorcycle,1.0,no,metropolitian,15,KNP,11,2,2022,Friday,0,11,morning,10.0,2.9846372692856606,short
22.0,4.8,19.866969,75.318894,19.976969,75.428894,sandstorms,low,1,drinks,motorcycle,1.0,no,metropolitian,16,AURG,18,2,2022,Friday,0,22,night,15.0,16.78827586251448,very_long
38.0,4.7,18.593481,73.785901,18.603481,73.795901,sunny,low,2,drinks,scooter,1.0,no,metropolitian,19,PUNE,19,3,2022,Saturday,1,11,morning,15.0,1.5320227740641719,short
27.0,4.9,12.906229,77.596791,12.986229,77.676791,fog,low,2,drinks,scooter,0.0,no,metropolitian,20,BANG,2,3,2022,Wednesday,0,23,night,15.0,12.421407858787804,long
32.0,4.8,26.482581,80.315628,26.552581,80.385628,sunny,jam,2,meal,scooter,1.0,no,metropolitian,25,KNP,14,2,2022,Monday,0,21,night,10.0,10.444776155165918,long
26.0,4.8,12.933298,77.614293,13.013298,77.694293,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,43,BANG,27,3,2022,Sunday,1,19,evening,10.0,12.42075005031367,long
29.0,4.5,22.751857,75.866699,22.881857,75.996699,windy,low,0,drinks,motorcycle,0.0,no,urban,15,INDO,4,3,2022,Friday,0,22,night,10.0,19.659373527443684,very_long
31.0,4.5,11.010375,76.95295,11.090375,77.03295,sunny,jam,0,buffet,motorcycle,0.0,no,urban,29,COIMB,6,4,2022,Wednesday,0,20,evening,15.0,12.46418980459368,long
28.0,4.6,17.483216,78.552111,17.523216,78.592111,stormy,high,2,drinks,motorcycle,0.0,no,metropolitian,14,HYD,26,3,2022,Saturday,1,12,morning,15.0,6.1462436583934315,medium
21.0,4.8,27.160934,78.044095,27.220934,78.104095,sunny,medium,1,buffet,motorcycle,1.0,no,metropolitian,11,AGR,11,2,2022,Friday,0,18,evening,5.0,8.92908688893574,medium
21.0,4.0,11.006686,76.951736,11.056686,77.001736,sandstorms,low,0,buffet,motorcycle,,no,metropolitian,19,COIMB,28,3,2022,Monday,0,22,night,5.0,7.79036212453358,medium
30.0,4.9,,,,,windy,low,1,drinks,motorcycle,1.0,no,metropolitian,29,RANCHI,18,3,2022,Friday,0,23,night,10.0,,
29.0,4.7,25.457687,81.835585,25.497687,81.875585,cloudy,medium,2,buffet,motorcycle,1.0,no,urban,11,ALH,11,2,2022,Friday,0,15,afternoon,5.0,5.992096714696517,medium
20.0,4.8,19.12663,72.829976,19.13663,72.839976,sunny,high,1,snack,motorcycle,0.0,no,metropolitian,14,MUM,28,3,2022,Monday,0,11,morning,10.0,1.5297232853100244,short
28.0,5.0,19.875016,75.322405,19.965016,75.412405,windy,low,0,snack,motorcycle,0.0,no,urban,15,AURG,16,2,2022,Wednesday,0,22,night,10.0,13.73594217639692,long
25.0,4.7,19.178321,72.834715,19.248321,72.904715,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,16,MUM,16,3,2022,Wednesday,0,23,night,10.0,10.705559922396555,long
38.0,4.8,13.026279,80.174568,13.046279,80.194568,stormy,low,1,buffet,motorcycle,1.0,no,metropolitian,20,CHEN,28,3,2022,Monday,0,10,morning,5.0,3.1048037532854496,short
39.0,4.9,17.455894,78.375467,17.485894,78.405467,stormy,low,1,drinks,motorcycle,1.0,no,metropolitian,26,HYD,3,3,2022,Thursday,0,22,night,10.0,4.610073053799191,short
26.0,4.9,21.149834,72.778666,21.209834,72.838666,windy,medium,1,snack,scooter,0.0,no,metropolitian,26,SUR,13,3,2022,Sunday,1,17,afternoon,5.0,9.122100805601145,medium
33.0,4.4,11.022477,76.995667,11.092477,77.065667,windy,jam,1,meal,motorcycle,0.0,no,urban,43,COIMB,14,3,2022,Monday,0,21,night,15.0,10.906036622245484,long
24.0,4.6,22.310237,73.158921,22.370237,73.218921,sandstorms,medium,0,snack,motorcycle,1.0,no,urban,25,VAD,1,3,2022,Tuesday,0,18,evening,10.0,9.08801379933047,medium
24.0,4.9,11.010375,76.95295,11.050375,76.99295,fog,medium,0,buffet,motorcycle,1.0,no,metropolitian,28,COIMB,21,3,2022,Monday,0,15,afternoon,10.0,6.232303380306801,medium
33.0,4.5,22.745049,75.892471,22.835049,75.982471,stormy,low,2,buffet,scooter,0.0,no,metropolitian,17,INDO,10,3,2022,Thursday,0,22,night,15.0,13.611566722125085,long
35.0,4.2,22.74806,75.8934,22.83806,75.9834,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,44,INDO,20,3,2022,Sunday,1,19,evening,10.0,13.611428630407849,long
27.0,4.2,19.178321,72.834715,19.268321,72.924715,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,33,MUM,6,4,2022,Wednesday,0,20,evening,5.0,13.763896210757977,long
29.0,4.5,12.979096,77.640625,13.009096,77.670625,sunny,medium,0,snack,motorcycle,0.0,no,metropolitian,15,BANG,3,4,2022,Sunday,1,18,evening,5.0,4.657591594952301,short
34.0,4.7,27.163303,78.057044,27.293303,78.187044,fog,low,1,buffet,scooter,1.0,no,metropolitian,27,AGR,12,2,2022,Saturday,1,23,night,10.0,19.34348721744278,very_long
20.0,4.7,26.482419,80.320939,26.502419,80.340939,cloudy,high,2,meal,scooter,1.0,no,metropolitian,25,KNP,11,2,2022,Friday,0,11,morning,15.0,2.9845125598688362,short
29.0,4.8,22.310237,73.158921,22.350237,73.198921,sunny,high,1,drinks,motorcycle,1.0,no,metropolitian,18,VAD,5,4,2022,Tuesday,0,13,afternoon,5.0,6.058876303739157,medium
22.0,4.9,22.307898,73.167788,22.367898,73.227788,stormy,medium,2,snack,scooter,0.0,no,metropolitian,21,VAD,5,4,2022,Tuesday,0,18,evening,5.0,9.088084092164259,medium
35.0,4.9,27.160832,78.011608,27.230832,78.081608,cloudy,jam,0,buffet,motorcycle,2.0,no,metropolitian,53,AGR,18,2,2022,Friday,0,21,night,15.0,10.41706579035871,long
32.0,4.4,10.027014,76.308053,10.137014,76.418053,sandstorms,jam,0,drinks,motorcycle,3.0,no,metropolitian,42,KOC,12,2,2022,Saturday,1,21,night,10.0,17.164833902684475,very_long
28.0,4.9,30.890184,75.829615,31.000184,75.939615,sunny,jam,2,snack,motorcycle,1.0,no,metropolitian,20,LUDH,14,2,2022,Monday,0,21,night,15.0,16.11387241182587,very_long
30.0,4.7,11.003681,76.975525,11.133681,77.105525,fog,low,1,meal,scooter,0.0,no,metropolitian,29,COIMB,2,3,2022,Wednesday,0,22,night,10.0,20.253686339517458,very_long
22.0,4.7,12.986047,80.218114,13.096047,80.328114,stormy,jam,2,snack,scooter,0.0,no,urban,15,CHEN,4,4,2022,Monday,0,20,evening,10.0,17.076258901183188,very_long
36.0,4.7,11.006686,76.951736,11.056686,77.001736,fog,medium,0,buffet,motorcycle,1.0,no,metropolitian,30,COIMB,9,3,2022,Wednesday,0,18,evening,15.0,7.79036212453358,medium
23.0,4.8,21.15276,72.778059,21.28276,72.908059,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,28,SUR,12,3,2022,Saturday,1,20,evening,5.0,19.76218981785925,very_long
22.0,4.8,22.753839,75.897429,22.773839,75.917429,stormy,low,2,drinks,motorcycle,1.0,no,,19,INDO,1,4,2022,Friday,0,10,morning,5.0,3.0250598092773755,short
29.0,4.5,19.876106,75.340775,20.006106,75.470775,sandstorms,low,2,meal,motorcycle,1.0,no,metropolitian,15,AURG,18,2,2022,Friday,0,22,night,10.0,19.8395614419349,very_long
34.0,4.9,13.005801,80.250744,13.115801,80.360744,sandstorms,jam,0,buffet,motorcycle,3.0,yes,urban,50,CHEN,23,3,2022,Wednesday,0,21,night,15.0,17.07559440107296,very_long
38.0,4.1,12.933298,77.614293,12.943298,77.624293,stormy,high,0,buffet,motorcycle,1.0,yes,metropolitian,41,BANG,5,3,2022,Saturday,1,11,morning,5.0,1.5527001159059903,short
35.0,5.0,,,,,fog,medium,0,snack,motorcycle,1.0,no,metropolitian,37,VAD,27,3,2022,Sunday,1,17,afternoon,10.0,,
38.0,4.7,,,,,cloudy,jam,2,drinks,scooter,1.0,no,metropolitian,28,VAD,19,3,2022,Saturday,1,21,night,15.0,,
32.0,4.3,30.328174,78.049117,30.398174,78.119117,cloudy,medium,1,meal,scooter,2.0,no,metropolitian,35,DEH,16,2,2022,Wednesday,0,18,evening,15.0,10.280572823486576,long
20.0,4.5,12.978453,77.643685,13.048453,77.713685,windy,jam,2,buffet,motorcycle,1.0,no,metropolitian,27,BANG,2,3,2022,Wednesday,0,20,evening,10.0,10.867300462045835,long
25.0,4.9,13.058616,80.264151,13.138616,80.344151,fog,jam,0,buffet,motorcycle,2.0,no,metropolitian,43,CHEN,2,3,2022,Wednesday,0,21,night,5.0,12.417687564200063,long
29.0,4.5,26.911927,75.797282,26.971927,75.857282,fog,low,2,meal,scooter,0.0,no,,12,JAP,5,4,2022,Tuesday,0,22,night,10.0,8.93786088183146,medium
32.0,4.7,,78.015053,27.225108,78.075053,sandstorms,jam,2,meal,scooter,1.0,no,metropolitian,31,AGR,13,2,2022,Sunday,1,20,evening,15.0,,
39.0,4.1,,,,,cloudy,jam,1,drinks,motorcycle,2.0,no,metropolitian,39,DEH,14,2,2022,Monday,0,21,night,5.0,,
31.0,4.4,22.307898,73.167788,22.417898,73.277788,stormy,jam,0,buffet,motorcycle,1.0,no,urban,47,VAD,20,3,2022,Sunday,1,21,night,5.0,16.660108123693192,very_long
37.0,4.5,21.170096,72.789122,21.220096,72.839122,fog,low,0,buffet,motorcycle,1.0,no,urban,26,SUR,11,3,2022,Friday,0,23,night,5.0,7.601385733164932,medium
36.0,4.9,30.905562,75.832841,30.995562,75.922841,cloudy,medium,2,snack,electric_scooter,1.0,no,metropolitian,31,LUDH,18,2,2022,Friday,0,17,afternoon,15.0,13.183763612802814,long
